temperature,air_density,radiation_surface
17.73,1.195,482.528
17.362,1.195,370.887
16.917,1.196,264.031
16.315,1.198,134.55
15.537,1.2,32.558
14.896,1.202,0.007
14.716,1.203,0
14.508,1.203,0
14.272,1.202,0
14.087,1.202,0
13.966,1.202,0
14.013,1.202,0
14.083,1.202,0
14.066,1.203,0
14.174,1.205,22.4
14.8,1.205,136.446
15.62,1.204,314.886
16.581,1.202,521.672
17.406,1.2,722.171
17.876,1.199,853.314
18.092,1.199,943.026
18.163,1.199,987.668
18.051,1.2,977.69
17.784,1.201,906.421
17.483,1.201,780.527
17.143,1.202,614.522
16.65,1.202,423.605
15.943,1.204,227.262
14.926,1.207,57.692
14.117,1.21,0.021
13.699,1.212,0
13.096,1.215,0
12.576,1.218,0
12.053,1.22,0
11.556,1.222,0
11.279,1.224,0
10.862,1.226,0
10.759,1.228,0
10.658,1.23,39.913
11.785,1.227,200.465
13.757,1.22,394.534
15.616,1.213,584.505
17.048,1.207,752.435
18.074,1.203,884.435
18.867,1.2,968.637
19.38,1.197,996.412
19.609,1.196,970.573
19.57,1.195,876.944
19.285,1.195,720.129
18.919,1.195,591.403
18.317,1.196,412.621
17.379,1.199,222.441
16.097,1.203,57.217
15.024,1.208,0.029
14.455,1.211,0
13.96,1.214,0
13.515,1.216,0
13.369,1.216,0
12.955,1.218,0
12.357,1.22,0
11.836,1.222,0
11.463,1.225,0
11.499,1.226,39.331
12.678,1.225,198.091
14.658,1.217,387.617
16.494,1.21,566.19
17.946,1.204,723.443
19.028,1.2,846.758
19.705,1.197,905.56
20.058,1.195,897.947
20.148,1.193,881.972
19.909,1.193,797.454
19.31,1.195,631.916
18.323,1.198,397.276
17.331,1.201,264.219
16.616,1.204,194.239
15.574,1.207,51.857
14.623,1.21,0.034
14.344,1.212,0
14.05,1.213,0
13.657,1.212,0
13.521,1.212,0
13.347,1.212,0
13.115,1.213,0
12.76,1.214,0
12.368,1.215,0
12.375,1.217,38.795
13.92,1.216,195.305
15.673,1.21,387.835
17.431,1.203,568.286
18.723,1.198,730.508
19.329,1.196,852.542
19.665,1.194,931.512
19.712,1.194,942.325
19.563,1.194,909.87
19.241,1.195,815.346
18.747,1.196,702.184
18.062,1.198,571.039
17.216,1.201,396.857
16.216,1.205,219.294
15.061,1.209,58.831
14.061,1.213,0.044
13.728,1.215,0
13.455,1.215,0
12.97,1.215,0
12.453,1.215,0
12.364,1.214,0
12.466,1.212,0
12.797,1.211,0
13.225,1.209,0
13.96,1.207,11.62
14.562,1.205,60.954
15.049,1.203,156.586
15.506,1.202,252.786
16.188,1.2,418.607
16.852,1.198,628.284
17.012,1.198,685.848
16.961,1.199,724.115
16.994,1.199,759.794
16.906,1.199,741.093
16.582,1.2,661.437
16.081,1.201,523.183
15.464,1.202,356.433
14.72,1.204,172.902
13.941,1.206,35.024
13.363,1.208,0.023
13.129,1.209,0
13.028,1.209,0
13.036,1.208,0
13.148,1.207,0
13.354,1.205,0
13.49,1.204,0
13.504,1.203,0
13.517,1.203,0
13.55,1.203,29.969
14.055,1.202,171.058
14.9,1.2,339.716
15.856,1.198,516.905
16.241,1.197,595.371
16.39,1.197,681.355
16.571,1.197,749.729
16.762,1.197,807.413
16.788,1.197,774.803
16.597,1.197,677.969
16.294,1.197,536.804
15.852,1.199,358.884
15.354,1.2,234.599
14.86,1.202,117.701
14.291,1.204,43.318
13.572,1.206,0.055
13.253,1.207,0
13.001,1.208,0
12.888,1.208,0
12.849,1.208,0
12.709,1.209,0
12.481,1.209,0
12.382,1.21,0
12.411,1.21,0
12.84,1.21,26.617
14.319,1.209,141.292
15.842,1.208,312.557
16.515,1.204,510.319
17.423,1.202,706.044
17.847,1.201,800.127
18.038,1.201,832.942
18.025,1.201,813.523
17.856,1.202,754.865
17.511,1.202,584.623
17.35,1.203,511.465
17.449,1.202,503.103
17.152,1.202,326.066
16.602,1.204,190.207
15.42,1.206,55.828
14.313,1.208,0.071
14.337,1.21,0
14.482,1.211,0
14.529,1.211,0
14.419,1.211,0
14.218,1.212,0
14.073,1.212,0
13.9,1.213,0
13.73,1.214,0
13.748,1.215,19.269
14.336,1.215,75.369
15.556,1.213,205.893
16.461,1.211,333.312
16.851,1.211,433.958
17.159,1.211,537.025
17.395,1.211,614.912
17.403,1.211,605.047
17.251,1.211,562.226
17.109,1.212,553.046
17.084,1.212,539.108
16.976,1.212,439.772
16.71,1.212,330.61
16.204,1.213,196.135
15.06,1.215,52.651
13.811,1.217,0.075
13.571,1.218,0
13.538,1.219,0
13.601,1.219,0
13.706,1.219,0
13.686,1.219,0
13.623,1.22,0
13.521,1.22,0
13.481,1.22,0
13.681,1.22,27.479
14.542,1.219,116.946
15.497,1.217,202.113
16.525,1.214,353.835
17.286,1.212,461.207
17.562,1.211,489.756
17.7,1.211,540.781
17.629,1.211,532.485
17.546,1.211,524.567
17.649,1.211,577.835
17.694,1.209,539.645
17.464,1.209,396.589
17.039,1.21,262.866
16.432,1.211,124.546
15.464,1.213,30.687
14.551,1.215,0.044
14.395,1.216,0
14.413,1.217,0
14.42,1.217,0
14.293,1.217,0
14.091,1.217,0
13.952,1.216,0
13.856,1.216,0
13.719,1.216,0
13.737,1.216,23.634
14.893,1.216,128.517
16.609,1.21,262.045
17.237,1.207,387.518
18.127,1.204,604.791
18.81,1.202,781.829
19.174,1.201,869.39
19.328,1.201,915.643
19.315,1.201,915.029
19.134,1.202,854.709
18.784,1.203,743.376
18.308,1.204,595.344
17.615,1.206,414.223
16.704,1.209,226.191
15.462,1.213,58.139
13.806,1.216,0.097
13.307,1.218,0
12.993,1.219,0
12.714,1.219,0
12.526,1.219,0
12.365,1.219,0
12.317,1.219,0
12.307,1.219,0
12.29,1.219,0
12.619,1.219,32.895
13.962,1.218,156.76
14.966,1.216,320.337
16.307,1.212,542.595
17.432,1.208,695.782
18.056,1.205,770.523
18.405,1.204,818.549
18.448,1.203,794.652
18.247,1.203,718.715
17.841,1.203,609.025
17.582,1.203,529.983
17.524,1.203,463.594
17.374,1.202,365.683
16.868,1.202,186.274
15.829,1.205,58.349
14.324,1.207,0.104
14.024,1.209,0
13.665,1.211,0
13.179,1.212,0
12.815,1.212,0
12.458,1.213,0
12.215,1.213,0
12.041,1.214,0
11.868,1.214,0
12.122,1.215,41.565
13.978,1.214,198.258
15.872,1.208,389.929
17.354,1.203,582.051
18.254,1.2,749.299
18.909,1.198,880.077
19.362,1.197,964.647
19.56,1.196,999.309
19.521,1.196,975.606
19.313,1.196,898.685
18.957,1.197,772.578
18.458,1.198,610.453
17.784,1.2,424.841
16.876,1.203,232.376
15.656,1.207,63.769
14.376,1.212,0.112
13.84,1.214,0
13.19,1.215,0
12.826,1.216,0
12.559,1.216,0
12.342,1.216,0
12.161,1.217,0
12.001,1.218,0
11.873,1.218,0
12.148,1.219,39.597
13.924,1.218,174.531
15.346,1.215,350.714
16.652,1.211,569.465
17.641,1.208,738.268
18.44,1.206,868.581
19.07,1.203,952.85
19.423,1.202,984.929
19.521,1.201,962.748
19.403,1.201,888.187
19.173,1.201,764.661
18.751,1.202,603.781
18.133,1.204,419.332
17.309,1.206,229.23
16.113,1.21,62.62
14.512,1.213,0.115
14.106,1.214,0
13.89,1.215,0
13.764,1.215,0
13.744,1.215,0
13.696,1.215,0
13.594,1.216,0
13.406,1.217,0
13.179,1.218,0
13.215,1.219,37.614
14.678,1.218,173.777
16.748,1.211,355.973
18.196,1.206,537.512
19.217,1.203,722.418
19.963,1.2,860.157
20.517,1.199,947.044
20.84,1.197,986.274
20.926,1.197,970.172
20.788,1.197,894.043
20.38,1.198,769.896
19.766,1.2,608.193
19.027,1.202,421.069
18.133,1.204,218.714
16.772,1.208,46.68
15.491,1.211,0.088
15.13,1.213,0
14.773,1.213,0
14.666,1.213,0
14.693,1.212,0
14.757,1.212,0
14.881,1.212,0
14.923,1.212,0
14.921,1.212,0
15.074,1.213,40.759
16.393,1.212,193.9
17.83,1.208,384.758
18.945,1.205,548.119
19.838,1.202,724.937
20.58,1.2,855.128
21.167,1.198,934.899
21.561,1.196,964.149
21.719,1.194,939.294
21.654,1.194,864.274
21.425,1.193,744.052
21.01,1.193,587.431
20.408,1.194,403.513
19.567,1.197,219.444
18.235,1.201,59.798
16.82,1.206,0.12
16.365,1.208,0
16.083,1.208,0
15.676,1.208,0
15.364,1.208,0
15.175,1.208,0
15.064,1.208,0
14.996,1.209,0
14.848,1.209,0
15.205,1.209,35.703
16.523,1.207,165.855
18.327,1.199,331.316
20.714,1.188,503.516
22.862,1.179,665.835
24.709,1.172,802.501
26.677,1.165,897.458
28.045,1.161,937.69
28.267,1.159,919.197
28.195,1.158,852.907
27.902,1.158,742.898
27.237,1.158,589.505
26.181,1.16,407.728
24.024,1.166,220.62
21.239,1.174,58.91
19.341,1.181,0.111
18.61,1.184,0
18.143,1.184,0
18.075,1.183,0
18.082,1.182,0
17.987,1.18,0
17.704,1.18,0
17.311,1.18,0
16.82,1.182,0
16.991,1.184,39.765
18.652,1.185,190.827
20.328,1.182,379.167
22.706,1.174,566.666
24.686,1.167,734.368
25.613,1.165,865.783
26.055,1.163,950.305
25.986,1.163,980.431
25.687,1.164,953.985
25.109,1.166,874.671
24.466,1.168,742.514
23.66,1.17,578.72
22.493,1.173,393.72
20.965,1.178,207.46
19.178,1.185,53.221
17.578,1.191,0.108
16.796,1.195,0
16.204,1.196,0
15.839,1.197,0
15.568,1.198,0
15.349,1.198,0
15.18,1.199,0
15.058,1.199,0
14.976,1.199,0
15.308,1.2,37.815
16.591,1.199,185.381
17.72,1.196,370.257
19.363,1.191,555.45
20.405,1.188,722.295
21.152,1.186,852.573
21.639,1.184,934.954
21.916,1.183,954.689
21.977,1.183,929.655
21.933,1.182,851.648
21.538,1.183,728.923
20.871,1.185,568.113
19.961,1.188,387.589
18.734,1.192,204.655
17.231,1.199,49.274
15.877,1.205,0.093
15.388,1.207,0
15.177,1.207,0
14.982,1.207,0
14.947,1.207,0
14.999,1.207,0
14.948,1.206,0
14.894,1.206,0
14.841,1.207,0
14.779,1.207,33.215
15.478,1.206,164.6
16.685,1.203,326.827
18.102,1.198,557.516
19.241,1.195,737.768
20.023,1.192,830.782
20.626,1.19,938.138
20.958,1.189,981.437
21.003,1.188,957.916
20.795,1.189,880.345
20.389,1.189,757.327
19.802,1.191,594.222
18.905,1.193,389.769
17.706,1.198,189.451
16.359,1.203,47.826
15.288,1.208,0.081
15.086,1.209,0
15.025,1.209,0
14.867,1.209,0
14.584,1.209,0
14.3,1.209,0
14.083,1.209,0
13.975,1.209,0
13.929,1.209,0
14.331,1.209,31.538
15.426,1.208,142.72
16.334,1.206,245.88
17.024,1.203,273.772
17.452,1.202,361.214
18.456,1.2,675.972
19.487,1.197,858.872
19.684,1.195,732.74
19.545,1.194,692.5
19.901,1.193,812.285
19.824,1.192,646.128
19.374,1.192,454.924
18.737,1.193,282.122
17.997,1.195,129.498
17.205,1.197,28.643
16.561,1.2,0.05
16.356,1.201,0
16.279,1.201,0
16.32,1.2,0
16.343,1.2,0
16.395,1.199,0
16.34,1.198,0
16.271,1.198,0
16.298,1.197,0
16.494,1.197,16.174
17.221,1.197,88.292
17.791,1.196,199.532
18.744,1.194,365.437
19.986,1.191,525.67
20.501,1.189,517.484
20.75,1.188,548.185
20.975,1.187,621.339
21.096,1.187,669.349
21.106,1.186,672.717
20.975,1.186,602.526
20.666,1.187,482.341
20.117,1.189,329.348
19.388,1.191,183.133
18.431,1.194,48.856
17.24,1.198,0.073
16.665,1.2,0
16.357,1.201,0
16.023,1.201,0
15.731,1.202,0
15.517,1.202,0
15.296,1.203,0
15.097,1.204,0
14.979,1.205,0
15.378,1.206,39.281
16.892,1.205,185.316
18.447,1.2,361.5
19.951,1.194,533.065
20.981,1.19,653.194
21.769,1.187,781.303
22.266,1.185,856.507
22.513,1.184,899.133
22.561,1.183,888.303
22.458,1.183,823.799
22.238,1.183,714.524
21.805,1.183,562.506
21.127,1.185,393.7
20.243,1.188,209.087
19.088,1.192,58.749
17.794,1.197,0.075
17.215,1.199,0
16.949,1.2,0
16.69,1.2,0
16.332,1.2,0
16.117,1.2,0
15.868,1.2,0
15.616,1.201,0
15.365,1.202,0
15.753,1.203,40.107
17.229,1.201,194.786
19.087,1.194,383.452
20.761,1.188,569.012
22.101,1.183,733.926
23.134,1.18,862.675
23.818,1.177,944.028
24.212,1.175,973.494
24.358,1.173,945.832
24.258,1.172,862.48
24.084,1.171,736
23.811,1.171,582.656
23.209,1.171,407.576
21.971,1.175,220.123
20.125,1.181,58.264
18.629,1.187,0.062
18.076,1.19,0
17.648,1.191,0
17.222,1.191,0
17.093,1.188,0
16.917,1.187,0
16.594,1.19,0
16.11,1.193,0
15.834,1.195,0
16.16,1.195,39.557
17.619,1.192,191.655
19.802,1.184,375.24
22.697,1.173,554.781
24.67,1.166,711.312
25.592,1.162,838.702
25.898,1.161,913.392
25.809,1.161,938.504
25.462,1.162,919.875
24.914,1.163,846.192
24.221,1.166,732.355
23.325,1.169,579.405
22.205,1.173,406.645
20.862,1.178,220.113
19.39,1.184,57.99
17.981,1.19,0.056
17.365,1.193,0
17.108,1.195,0
16.849,1.196,0
16.587,1.196,0
16.352,1.197,0
16.04,1.197,0
15.693,1.197,0
15.523,1.197,0
16.115,1.197,35.165
17.503,1.196,169.034
18.721,1.192,332.654
19.786,1.189,513.872
20.668,1.187,680.435
21.375,1.185,842.296
21.789,1.184,922.884
21.927,1.184,959.286
21.866,1.184,941.716
21.644,1.185,872.428
21.346,1.185,751.848
20.966,1.186,595.138
20.33,1.187,414.154
19.409,1.19,225.032
18.193,1.194,59.647
16.924,1.2,0.047
16.312,1.203,0
15.971,1.205,0
15.732,1.206,0
15.518,1.206,0
15.241,1.207,0
14.978,1.208,0
14.628,1.209,0
14.203,1.211,0
14.274,1.212,40.232
15.573,1.211,199.055
17.098,1.206,389.284
18.052,1.204,575.926
18.815,1.202,742.125
19.415,1.201,873.155
19.829,1.2,959.017
20.008,1.199,992.878
19.981,1.199,969.974
19.739,1.2,892.872
19.348,1.201,769.282
18.897,1.202,607.524
18.285,1.203,421.883
17.501,1.205,229.339
16.355,1.209,60.522
15.217,1.213,0.042
14.73,1.216,0
14.405,1.217,0
14.062,1.219,0
13.69,1.22,0
13.255,1.222,0
12.862,1.224,0
12.463,1.225,0
12.042,1.226,0
12.233,1.226,40.311
13.7,1.223,199.575
16.117,1.214,392.702
18.411,1.204,582.811
20.141,1.198,751.086
21.336,1.193,883.363
22.175,1.19,968.726
22.649,1.188,1000.092
22.792,1.187,976.071
22.645,1.186,897.868
22.282,1.187,773.588
21.649,1.188,610.153
20.674,1.191,422.43
19.266,1.196,228.901
17.452,1.203,59.778
15.892,1.21,0.033
15.265,1.213,0
14.962,1.214,0
14.676,1.215,0
14.327,1.215,0
13.84,1.215,0
13.63,1.215,0
13.417,1.215,0
13.091,1.217,0
13.295,1.219,39.582
14.759,1.218,196.137
16.955,1.21,389.701
20.039,1.197,576.628
22.701,1.187,743.531
24.879,1.179,871.159
26.588,1.173,952.948
27.65,1.169,984.362
27.937,1.166,959.157
27.868,1.164,879.718
27.425,1.164,749.591
26.456,1.165,591.302
25.174,1.168,406.701
23.612,1.172,213.358
21.382,1.18,49.077
19.744,1.187,0.018
19.203,1.189,0
19.005,1.188,0
18.831,1.186,0
18.875,1.184,0
18.743,1.184,0
18.52,1.186,0
18.12,1.188,0
17.535,1.189,0
17.633,1.19,37.515
19.366,1.189,192.016
21.626,1.182,380.46
24.677,1.171,566.039
27.648,1.161,731.709
29.738,1.155,861.05
30.75,1.153,943.436
30.939,1.152,971.406
30.83,1.151,943.383
30.322,1.151,865.184
29.683,1.151,742.441
28.752,1.153,584.994
27.392,1.156,404.871
25.373,1.162,217.181
22.683,1.171,54.644
20.59,1.18,0.016
19.703,1.185,0
19.263,1.187,0
19.009,1.186,0
18.873,1.184,0
18.918,1.182,0
18.948,1.181,0
18.862,1.181,0
18.535,1.182,0
18.688,1.183,36.082
20.418,1.182,187.809
22.512,1.175,374.418
25.104,1.167,559.767
27.811,1.158,724.33
29.887,1.152,853.626
31.078,1.149,937.448
31.45,1.147,970.435
31.308,1.147,947.35
30.845,1.147,871.259
30.189,1.148,746.13
29.306,1.149,585.983
28.259,1.151,402.531
26.622,1.156,214.22
23.775,1.164,52.998
21.482,1.172,0.011
21.004,1.176,0
20.269,1.177,0
19.491,1.177,0
18.994,1.176,0
18.825,1.175,0
18.893,1.173,0
18.787,1.174,0
18.42,1.178,0
18.344,1.182,36.274
19.589,1.183,190.138
21.511,1.177,379.649
24.077,1.168,567.723
26.715,1.161,734.543
28.181,1.156,866.35
28.506,1.155,951.755
28.272,1.156,982.426
27.595,1.158,959.972
26.888,1.16,883.125
26.274,1.162,755.334
25.975,1.162,593.623
25.679,1.162,407.17
24.732,1.163,212.906
21.916,1.169,49.995
19.323,1.178,0.008
18.283,1.185,0
17.609,1.189,0
17.162,1.192,0
16.76,1.192,0
16.326,1.191,0
16.11,1.191,0
15.955,1.191,0
15.706,1.192,0
15.848,1.193,29.962
17.494,1.193,169.171
19.211,1.188,351.857
20.998,1.183,536.433
22.689,1.177,700.912
23.964,1.172,829.596
24.741,1.169,912.327
25.15,1.167,954.836
25.179,1.167,929.937
24.983,1.167,851.786
24.538,1.168,727.062
23.903,1.17,566.194
23.009,1.172,383.946
21.625,1.176,199.133
19.761,1.183,46.312
17.987,1.191,0.004
17.115,1.195,0
16.78,1.197,0
16.593,1.197,0
16.356,1.198,0
16.126,1.198,0
16.057,1.199,0
16.03,1.199,0
15.971,1.2,0
16.064,1.2,26.234
17.206,1.199,156.107
19.046,1.193,333.986
21.235,1.185,516.887
23.009,1.179,682.694
24.274,1.174,814.387
24.985,1.171,899.44
25.404,1.169,956.048
25.587,1.168,931.748
25.491,1.167,851.267
25.265,1.167,716.098
24.949,1.167,559.819
24.243,1.168,385.87
22.83,1.173,203.38
20.637,1.182,48.226
18.643,1.191,0.002
17.745,1.195,0
17.234,1.197,0
17.041,1.197,0
16.73,1.198,0
16.043,1.2,0
15.594,1.201,0
15.209,1.202,0
14.889,1.203,0
14.98,1.204,33.878
16.296,1.202,185.628
18.302,1.195,372.776
21.356,1.183,558.438
23.73,1.174,722.967
25.375,1.168,852.705
26.599,1.163,937.015
27.379,1.16,969.692
27.598,1.158,946.571
27.549,1.157,869.849
27.34,1.157,745.982
26.902,1.156,584.17
26.118,1.158,398.98
24.606,1.162,209.51
22.063,1.171,49.016
20.046,1.18,0.001
19.284,1.184,0
19.118,1.182,0
19.011,1.18,0
18.912,1.178,0
18.801,1.177,0
18.802,1.177,0
18.787,1.178,0
19.045,1.178,0
19.288,1.179,31.203
20.291,1.178,178.657
22.174,1.171,365.411
24.703,1.162,551.715
27.308,1.154,716.887
29.541,1.147,846.253
31.088,1.143,929.79
31.722,1.141,964.343
31.621,1.141,940.136
30.805,1.143,862.602
29.842,1.145,729.369
28.852,1.148,564.697
27.661,1.151,376.017
25.952,1.156,190.809
23.008,1.165,41.933
20.642,1.174,0.001
20.095,1.177,0
19.945,1.178,0
19.499,1.177,0
19.122,1.175,0
19.469,1.172,0
19.791,1.172,0
19.926,1.174,0
19.71,1.177,0
19.439,1.179,17.095
19.703,1.181,146.881
21.089,1.178,333.623
23.587,1.171,516.91
25.469,1.167,676.316
26.898,1.163,806.924
28.05,1.159,902.664
28.708,1.156,957.12
28.736,1.156,935.385
28.38,1.156,858.516
27.914,1.157,732.776
27.234,1.158,564.841
26.366,1.16,382.259
25.175,1.163,199.826
23.097,1.169,46.137
21.087,1.176,0
20.345,1.178,0
19.974,1.178,0
19.882,1.177,0
19.846,1.176,0
19.868,1.175,0
19.94,1.173,0
19.949,1.173,0
19.763,1.175,0
20.055,1.177,29.873
21.373,1.177,177.616
23.172,1.172,366.354
25.584,1.164,554.72
27.932,1.157,722.446
29.433,1.152,853.412
30.474,1.15,937.921
31.023,1.149,970.336
31.076,1.15,946.175
30.758,1.15,868.306
30.22,1.15,742.869
29.39,1.152,580.888
28.083,1.154,395.494
26.247,1.16,205.825
23.518,1.169,46.181
21.354,1.179,0
20.436,1.183,0
19.904,1.184,0
19.463,1.186,0
19.128,1.186,0
18.954,1.187,0
18.922,1.188,0
18.596,1.19,0
18.561,1.19,0
18.603,1.19,30.011
19.531,1.189,177.453
21.302,1.183,316.74
22.897,1.177,347.096
23.679,1.174,406.935
24.668,1.172,626.621
26.202,1.167,926.211
27.069,1.163,972.28
27.209,1.161,948.495
26.985,1.161,869.753
26.55,1.161,746.526
25.948,1.161,583.572
25.175,1.162,396.517
23.922,1.165,205.691
21.883,1.172,45.523
20.391,1.178,0
19.874,1.18,0
19.563,1.181,0
19.244,1.183,0
18.908,1.185,0
18.94,1.185,0
18.918,1.185,0
18.578,1.187,0
18.294,1.188,0
18.198,1.19,30.548
19.152,1.188,183.386
20.978,1.181,374.756
23.241,1.172,564.262
25.38,1.165,732.489
27.079,1.16,863.668
28.44,1.156,947.307
29.529,1.152,978.386
30.383,1.149,955.042
30.891,1.146,876.628
31.002,1.145,750.442
30.63,1.145,587.694
29.891,1.146,401.006
28.338,1.149,209.457
24.496,1.158,46.438
21.964,1.164,0
21.442,1.166,0
21.244,1.165,0
21.197,1.164,0
21.255,1.167,0
21.38,1.17,0
20.928,1.173,0
20.397,1.176,0
19.969,1.179,0
19.716,1.181,29.184
20.498,1.18,176.264
22.494,1.173,354.254
25.29,1.162,531.913
28.125,1.153,714.452
30.35,1.146,856.051
31.669,1.143,941.054
32.323,1.142,975.004
32.484,1.142,950.86
32.286,1.142,873.143
31.894,1.141,749.227
31.194,1.142,585.933
30.222,1.143,398.489
28.356,1.147,206.381
25.022,1.155,44.475
22.905,1.161,0
22.218,1.161,0
22.247,1.157,0
21.96,1.156,0
21.801,1.158,0
22.359,1.161,0
22.086,1.165,0
21.807,1.167,0
21.298,1.17,0
20.84,1.173,26.314
21.356,1.173,171.613
23.317,1.166,362.753
26.186,1.155,553.465
28.973,1.146,723.091
31.64,1.138,854.48
33.719,1.133,938.227
34.548,1.13,971.897
34.548,1.129,942.164
34.26,1.13,857.374
33.673,1.132,728.203
32.878,1.133,561.292
31.955,1.135,374.352
29.849,1.139,187.413
26.183,1.146,37.963
24.423,1.15,0
24.068,1.15,0
23.667,1.149,0
22.98,1.151,0
22.702,1.155,0
22.348,1.162,0
21.302,1.168,0
20.786,1.173,0
20.217,1.176,0
19.788,1.179,26.172
20.556,1.178,172.739
22.807,1.17,363.208
25.929,1.159,553.249
28.724,1.15,721.401
30.555,1.145,852.373
31.26,1.143,934.958
31.192,1.144,972.401
30.768,1.145,942.249
30.136,1.146,858.766
29.498,1.148,735.326
28.74,1.15,570.803
27.759,1.152,384.915
26.227,1.157,195.875
23.428,1.166,39.949
20.837,1.176,0
19.785,1.181,0
19.001,1.184,0
18.331,1.186,0
17.798,1.187,0
17.36,1.189,0
17.026,1.189,0
16.677,1.19,0
16.298,1.192,0
16.338,1.193,24.339
17.829,1.193,167.642
19.433,1.188,358.427
21.41,1.182,549.396
22.87,1.178,718.642
23.751,1.176,851.038
24.268,1.174,936.323
24.474,1.174,969.142
24.416,1.174,945.453
24.212,1.174,867.658
24.048,1.174,740.635
23.773,1.174,576.567
23.204,1.174,388.788
22.236,1.176,197.254
20.348,1.182,39.307
18.245,1.189,0
17.415,1.194,0
16.792,1.195,0
16.492,1.195,0
16.406,1.195,0
16.376,1.193,0
16.436,1.191,0
16.286,1.191,0
15.908,1.191,0
15.924,1.192,22.503
17.948,1.192,160.834
20.045,1.186,347.775
22.458,1.178,536.606
24.591,1.172,706.387
26.529,1.165,838.764
27.94,1.16,924.661
28.434,1.158,965.856
28.266,1.157,940.901
27.427,1.16,860.343
26.121,1.165,728.728
25.111,1.168,560.391
24.628,1.169,370.517
23.916,1.169,176.55
21.632,1.171,30.912
20.191,1.173,0
19.889,1.173,0
19.895,1.172,0
20.078,1.171,0
20.487,1.17,0
20.778,1.17,0
20.873,1.169,0
20.718,1.169,0
20.369,1.169,0
20.144,1.169,14.286
21.151,1.17,115.933
23.266,1.169,279.987
25.963,1.162,482.809
28.554,1.153,638.703
29.678,1.15,685.906
30.236,1.148,660.375
30.818,1.147,651.998
31.457,1.145,697.522
31.422,1.143,700.27
30.793,1.144,621.964
30.084,1.145,507.266
29.56,1.147,358.829
27.587,1.151,143.404
24.574,1.158,20.761
22.98,1.165,0
22.165,1.169,0
21.742,1.17,0
21.425,1.17,0
21.301,1.17,0
21.116,1.17,0
20.738,1.171,0
20.204,1.173,0
19.706,1.176,0
19.645,1.179,18.409
21.1,1.179,145.545
23.219,1.174,327.268
26.076,1.164,514.203
28.198,1.159,682.723
29.303,1.157,815.32
29.655,1.156,901.281
29.461,1.157,955.161
28.956,1.158,930.722
28.414,1.159,852.237
27.764,1.16,722.627
27.055,1.162,553.371
26.212,1.164,373.033
24.92,1.168,185.955
22.827,1.175,34.108
20.732,1.183,0
20.007,1.186,0
19.851,1.186,0
19.895,1.185,0
19.902,1.185,0
19.742,1.186,0
19.446,1.186,0
18.926,1.188,0
18.425,1.19,0
18.15,1.192,19.97
19.263,1.192,156.684
21.266,1.185,342.811
23.627,1.177,528.568
25.492,1.171,693.853
26.415,1.168,825.936
26.804,1.166,918.308
26.937,1.166,948.919
26.913,1.165,927.242
26.761,1.165,851.985
26.482,1.164,727.959
25.935,1.165,562.48
24.944,1.167,371.938
23.412,1.172,179.646
21.227,1.18,34.486
19.37,1.188,0
18.617,1.192,0
18.034,1.194,0
17.53,1.197,0
17.136,1.198,0
16.84,1.199,0
16.559,1.199,0
16.211,1.2,0
15.78,1.201,0
15.685,1.202,20.432
17.048,1.201,162.148
19.093,1.194,352.8
21.684,1.185,543.265
23.727,1.178,712.34
25.118,1.173,845.16
25.82,1.17,931.08
25.889,1.17,963.023
25.659,1.17,938.635
25.341,1.171,859.814
25.034,1.17,732.822
24.542,1.171,568.387
23.708,1.172,380.487
22.448,1.176,188.84
20.602,1.182,33.379
19.017,1.188,0
18.301,1.192,0
17.859,1.193,0
17.515,1.194,0
17.281,1.195,0
17.107,1.195,0
16.941,1.195,0
16.709,1.196,0
16.356,1.198,0
16.128,1.2,18.229
17.085,1.199,152.244
19.073,1.192,340.797
21.385,1.184,532.038
22.957,1.178,702.996
23.991,1.175,839.615
24.785,1.172,930.366
25.272,1.17,978.028
25.033,1.171,951.875
24.342,1.173,866.976
23.705,1.175,739.675
23.011,1.176,572.776
22.079,1.179,382.441
20.806,1.183,188.431
19.269,1.188,32.442
17.858,1.195,0
17.126,1.198,0
16.787,1.199,0
16.55,1.2,0
16.376,1.2,0
16.266,1.199,0
16.206,1.199,0
16.038,1.199,0
15.811,1.2,0
15.773,1.2,17.195
17.373,1.198,151.639
19.623,1.19,341.206
22.359,1.18,533.055
24.24,1.173,705.26
25.392,1.17,840.772
26.067,1.167,929.022
26.206,1.166,963.408
26.032,1.166,940.804
25.688,1.167,863.271
25.372,1.167,737.255
24.856,1.167,573.601
23.972,1.17,385.33
22.498,1.174,191.538
20.33,1.182,32.863
18.486,1.19,0
17.647,1.194,0
17.183,1.196,0
16.775,1.196,0
16.483,1.197,0
16.145,1.196,0
15.964,1.195,0
15.829,1.195,0
15.496,1.196,0
15.612,1.196,17.93
17.579,1.195,157.206
19.552,1.189,347.173
21.644,1.181,537.442
23.31,1.176,706.908
24.422,1.172,839.986
25.038,1.17,925.668
25.132,1.169,958.532
24.922,1.17,933.384
24.548,1.171,854.068
24.11,1.171,724.765
23.555,1.172,560.659
22.68,1.175,373.343
21.514,1.178,182.256
20.019,1.184,29.645
18.597,1.19,0
17.929,1.193,0
17.692,1.194,0
17.5,1.194,0
17.201,1.195,0
16.962,1.195,0
16.897,1.196,0
16.862,1.197,0
