temperature,air_density,radiation_surface
15.939,1.188,0
15.936,1.188,10.984
16.89,1.188,111.507
18.189,1.185,252.091
20.537,1.177,395.471
21.835,1.172,511.095
22.643,1.169,559.04
23.322,1.165,591.123
23.758,1.161,511.198
23.728,1.159,347.856
23.311,1.159,245.265
22.489,1.161,134.018
21.212,1.166,46.984
19.762,1.171,5.056
18.99,1.175,0
18.504,1.179,0
18.273,1.181,0
18.148,1.181,0
18.029,1.182,0
17.96,1.182,0
17.882,1.184,0
17.741,1.185,0
17.665,1.186,0
17.593,1.187,0
17.553,1.188,0
17.472,1.189,7.18
17.86,1.19,88.069
18.308,1.19,217.046
18.936,1.189,317.715
19.734,1.188,371.437
20.127,1.186,388.823
20.382,1.184,401.73
20.589,1.182,398.862
20.559,1.181,348.148
20.304,1.182,302.147
19.87,1.183,211.614
19.354,1.184,113.215
18.783,1.186,16.737
18.46,1.187,0
18.291,1.188,0
18.137,1.189,0
18.007,1.189,0
17.858,1.19,0
17.65,1.19,0
17.71,1.191,0
17.611,1.191,0
17.507,1.191,0
17.396,1.191,0
17.332,1.192,0
17.272,1.192,8.202
18.063,1.193,108.614
18.658,1.192,274.418
19.424,1.191,440.984
20.506,1.189,581.244
21.046,1.188,688.063
21.274,1.188,729.416
21.267,1.188,708.113
21.118,1.188,639.47
20.864,1.188,505.853
20.417,1.188,334.047
19.665,1.19,143.768
18.272,1.192,17.813
17.235,1.194,0
17.182,1.195,0
17.216,1.196,0
17.249,1.197,0
17.105,1.199,0
16.859,1.2,0
16.529,1.201,0
16.036,1.202,0
15.623,1.203,0
15.365,1.204,0
15.145,1.205,0
15.112,1.206,8.857
16.131,1.206,111.019
17.981,1.201,263.267
19.703,1.196,465.661
20.649,1.193,603.697
21.365,1.19,708.147
21.847,1.188,762.871
21.987,1.187,745.597
21.828,1.186,664.383
21.422,1.187,526.796
20.782,1.188,355.755
19.866,1.19,167.308
17.983,1.193,19.961
16.679,1.196,0
16.423,1.199,0
16.352,1.2,0
16.251,1.201,0
16.085,1.202,0
15.813,1.202,0
15.44,1.203,0
15.011,1.204,0
14.65,1.204,0
14.344,1.205,0
14.064,1.205,0
13.858,1.206,8.688
15.453,1.206,129.347
17.697,1.2,306.66
19.579,1.193,449.754
20.631,1.189,559.669
21.493,1.185,668.97
22.023,1.182,698.348
22.233,1.18,682.377
22.051,1.179,586.653
21.531,1.179,406.434
20.97,1.18,283.263
20.242,1.182,120.642
19.158,1.184,11.233
18.449,1.186,0
18.312,1.187,0
18.292,1.187,0
18.337,1.187,0
18.313,1.186,0
18.206,1.186,0
18.122,1.186,0
17.991,1.186,0
17.853,1.186,0
17.751,1.186,0
17.735,1.186,0
17.74,1.186,5.577
18.185,1.186,92.832
18.737,1.186,221.889
19.263,1.185,343.865
19.811,1.184,408.33
20.215,1.184,491.882
20.353,1.184,507.388
20.157,1.185,447.431
19.797,1.186,383.345
19.402,1.188,312.17
18.891,1.189,193.741
18.285,1.191,94.729
17.189,1.192,11.966
16.656,1.193,0
16.54,1.195,0
16.515,1.196,0
16.468,1.197,0
16.414,1.197,0
16.383,1.198,0
16.321,1.198,0
16.173,1.199,0
16.137,1.199,0
16.056,1.199,0
15.939,1.199,0
15.729,1.2,1.972
15.993,1.2,40.653
16.63,1.201,139.677
17.152,1.201,288.262
18.094,1.2,466.662
18.725,1.199,593.369
19.223,1.198,725.146
19.4,1.198,714.143
19.332,1.197,634.511
19.028,1.197,488.616
18.58,1.197,313.861
17.907,1.199,128.479
16.766,1.201,10.163
16.524,1.202,0
16.519,1.204,0
16.517,1.205,0
16.317,1.207,0
16.082,1.209,0
15.776,1.211,0
15.56,1.212,0
15.246,1.215,0
14.915,1.216,0
14.562,1.218,0
14.278,1.22,0
14.199,1.221,4.152
14.775,1.221,82.26
15.795,1.219,227.119
16.78,1.217,394.831
17.536,1.216,553.157
18.133,1.214,697.422
18.494,1.212,752.018
18.615,1.211,718.445
18.5,1.211,612.182
18.215,1.211,482.234
17.785,1.211,332.493
17.067,1.212,149.596
15.798,1.215,13.312
15.057,1.218,0
14.636,1.221,0
14.144,1.224,0
13.61,1.226,0
13.031,1.229,0
12.536,1.23,0
12.255,1.231,0
12.021,1.231,0
11.803,1.231,0
11.692,1.23,0
11.668,1.229,0
11.738,1.229,5.141
13.261,1.228,113.22
15.017,1.223,262.882
16.449,1.217,356.412
17.166,1.213,377.73
17.585,1.21,371.932
18.186,1.208,505.831
18.636,1.205,556.98
18.62,1.203,495.484
18.292,1.203,396.918
17.705,1.204,234.071
17.055,1.205,93.897
16.312,1.207,7.521
16.06,1.207,0
16.303,1.206,0
16.7,1.204,0
17.002,1.201,0
17.02,1.2,0
16.897,1.2,0
16.699,1.201,0
16.377,1.202,0
15.954,1.203,0
15.6,1.204,0
15.401,1.205,0
15.237,1.205,4.381
15.782,1.205,110.286
16.7,1.203,286.046
18.073,1.199,453.353
19.427,1.195,575.551
20.223,1.192,672.621
20.786,1.189,721.572
21.013,1.187,687.308
20.946,1.187,625.505
20.603,1.187,506.879
19.903,1.189,339.316
18.587,1.193,149.348
16.719,1.198,11.732
15.871,1.201,0
15.348,1.204,0
14.659,1.205,0
14.123,1.206,0
13.703,1.207,0
13.286,1.209,0
12.815,1.212,0
12.343,1.215,0
12.106,1.217,0
11.839,1.219,0
11.549,1.22,0
11.304,1.222,4.105
12.173,1.223,111.582
13.923,1.218,261.804
16.32,1.208,384.193
18.462,1.2,498.908
20.039,1.194,612.755
21.454,1.188,729.686
22.229,1.183,714.483
21.932,1.182,521.838
20.363,1.186,220.827
18.546,1.193,107.923
17.294,1.197,44.632
16.231,1.199,2.805
15.92,1.199,0
15.931,1.199,0
16.029,1.199,0
16.027,1.199,0
15.83,1.198,0
15.575,1.198,0
15.383,1.197,0
15.164,1.197,0
14.676,1.199,0
14.04,1.202,0
13.425,1.205,0
12.997,1.207,3.006
14.055,1.209,104.646
15.983,1.207,287.342
18.133,1.2,466.719
20.723,1.19,609.732
22.702,1.182,703.222
23.191,1.179,739.191
22.955,1.179,712.558
22.451,1.18,627.147
21.703,1.181,492.769
20.57,1.185,320.271
18.811,1.191,133.904
16.364,1.197,8.483
15.532,1.2,0
15.198,1.202,0
14.724,1.203,0
14.361,1.205,0
14.104,1.205,0
14.068,1.206,0
14.109,1.206,0
14.057,1.207,0
13.79,1.207,0
13.312,1.208,0
12.777,1.209,0
12.439,1.21,2.566
13.863,1.211,103.401
15.831,1.208,278.721
17.626,1.203,450.031
18.652,1.199,585.628
19.188,1.198,691.272
19.381,1.197,734.065
19.283,1.197,710.665
18.945,1.197,624.128
18.349,1.198,479.457
17.479,1.201,297.818
16.495,1.203,111.706
15.145,1.205,5.862
14.827,1.206,0
14.828,1.206,0
14.81,1.205,0
14.914,1.204,0
14.982,1.203,0
15.076,1.201,0
15.324,1.2,0
15.642,1.198,0
15.892,1.197,0
16.023,1.198,0
15.688,1.199,0
15.247,1.202,1.619
15.292,1.204,57.794
15.658,1.205,187.702
16.643,1.203,441.215
17.921,1.2,585.226
18.466,1.198,644.856
18.695,1.197,711.383
18.725,1.196,696.984
18.562,1.195,615.195
18.224,1.195,480.55
17.695,1.195,303.365
16.843,1.196,72.38
16.204,1.196,2.076
16.051,1.195,0
16.178,1.194,0
16.482,1.191,0
16.771,1.188,0
17.083,1.184,0
17.277,1.182,0
17.281,1.181,0
17.238,1.18,0
17.019,1.18,0
16.315,1.184,0
15.519,1.189,0
14.896,1.192,0.832
14.615,1.195,48.418
14.73,1.196,155.022
14.957,1.197,311.443
15.16,1.198,497.506
15.469,1.198,599.561
15.541,1.199,640.561
15.36,1.2,635.398
15.073,1.201,545.805
14.781,1.202,395.756
14.533,1.202,231.74
14.156,1.202,100.602
13.452,1.204,4.889
13.097,1.206,0
13.085,1.206,0
13.077,1.207,0
12.961,1.208,0
12.576,1.209,0
12.149,1.211,0
11.777,1.212,0
11.435,1.211,0
11.553,1.21,0
11.69,1.21,0
11.888,1.209,0
11.595,1.21,1.015
12.344,1.211,89.329
13.946,1.21,259.925
15.037,1.207,403.015
16.106,1.204,555.125
16.77,1.201,618.847
17.096,1.199,583.099
17.421,1.197,602.686
17.494,1.196,541.739
17.298,1.196,430.482
16.759,1.197,267.78
15.911,1.198,107.669
14.228,1.2,4.5
13.855,1.202,0
13.991,1.203,0
14.252,1.202,0
14.306,1.202,0
14.37,1.202,0
14.427,1.201,0
14.489,1.201,0
14.687,1.2,0
14.973,1.198,0
15.191,1.198,0
15.01,1.199,0
14.491,1.202,0.751
14.428,1.204,71.826
15.164,1.204,209.806
15.987,1.202,219.934
16.429,1.201,254.886
16.837,1.2,337.059
17.235,1.199,467.416
17.461,1.199,574.997
17.279,1.199,487.341
17.086,1.2,429.798
16.685,1.201,270.471
15.967,1.202,86.354
15.078,1.205,3.24
14.291,1.207,0
13.906,1.208,0
14.139,1.209,0
14.306,1.209,0
14.287,1.21,0
14.213,1.21,0
14.005,1.21,0
13.791,1.209,0
13.669,1.209,0
13.511,1.21,0
13.605,1.21,0
13.727,1.211,0.235
14.197,1.211,31.169
15.208,1.211,125.06
15.568,1.21,140.088
15.882,1.209,179.173
16.555,1.207,301.407
17.04,1.205,296.179
17.212,1.204,300.003
17.387,1.203,314.859
17.335,1.203,224.671
17.041,1.203,132.38
16.581,1.204,50.015
16.098,1.204,1.555
15.951,1.204,0
15.697,1.204,0
15.643,1.204,0
15.584,1.204,0
15.435,1.203,0
15.327,1.203,0
15.356,1.203,0
15.25,1.203,0
15.23,1.203,0
15.288,1.204,0
15.44,1.205,0
15.513,1.205,0.284
16.252,1.205,50.61
17.52,1.204,173.804
18.829,1.201,341.537
19.416,1.198,461.459
20.033,1.197,567.654
20.17,1.196,592.122
20.081,1.196,572.048
19.882,1.197,510.988
19.541,1.197,405.671
18.929,1.199,245.404
18.028,1.202,95.885
16.098,1.206,3.024
15.271,1.208,0
14.917,1.209,0
14.799,1.209,0
14.74,1.21,0
14.732,1.21,0
14.781,1.21,0
14.857,1.209,0
14.888,1.209,0
14.71,1.209,0
14.46,1.21,0
14.289,1.21,0
14.404,1.21,0.271
15.354,1.21,68.091
16.742,1.21,239.805
18.147,1.205,420
19.838,1.199,564.908
21.204,1.194,661.563
22.197,1.189,698.955
22.635,1.186,674.028
22.537,1.185,590.751
22.003,1.185,455.081
20.91,1.187,283.831
19.232,1.194,98.65
17.489,1.201,2.406
16.659,1.205,0
16.086,1.206,0
15.676,1.207,0
15.371,1.207,0
14.956,1.206,0
14.706,1.206,0
14.705,1.205,0
14.935,1.204,0
15.211,1.204,0
15.333,1.204,0
15.453,1.204,0
15.668,1.205,0.126
16.111,1.206,41.309
17.445,1.204,169.903
18.745,1.2,361.407
19.823,1.197,532.291
20.643,1.194,596.059
20.429,1.193,373.967
19.89,1.194,401.106
20.056,1.194,540.43
19.842,1.194,447.965
19.094,1.196,279.907
17.743,1.201,100.377
15.773,1.206,1.968
15.068,1.21,0
14.409,1.211,0
13.941,1.213,0
13.714,1.213,0
13.532,1.214,0
13.255,1.215,0
12.955,1.216,0
12.771,1.217,0
12.508,1.218,0
12.161,1.219,0
11.902,1.22,0
11.691,1.221,0.09
12.503,1.222,72.695
14.544,1.22,250.184
16.826,1.212,421.308
18.63,1.205,551.988
19.679,1.2,622.922
20.285,1.197,651.967
20.483,1.195,630.072
20.354,1.195,561.368
19.971,1.195,435.975
19.265,1.197,267.384
17.977,1.201,93.738
16.279,1.206,1.541
15.63,1.209,0
15.046,1.21,0
14.612,1.21,0
14.327,1.21,0
14.127,1.211,0
13.93,1.212,0
13.592,1.213,0
13.27,1.215,0
13.077,1.218,0
12.622,1.222,0
12.155,1.225,0
11.889,1.227,0.038
12.458,1.227,65.868
14.115,1.223,244.397
16.581,1.213,426.71
18.699,1.204,567.495
20.263,1.196,659.7
21.324,1.191,695.35
21.958,1.187,669.191
22.215,1.185,584.811
22.132,1.184,450.263
21.213,1.186,279.12
18.984,1.191,97.119
16.752,1.197,1.287
16.061,1.204,0
15.213,1.209,0
14.646,1.214,0
14.257,1.217,0
14.129,1.22,0
13.649,1.223,0
13.027,1.226,0
12.448,1.229,0
11.846,1.23,0
11.449,1.231,0
11.387,1.233,0
11.293,1.235,0.011
11.7,1.236,71.725
13.212,1.232,254.77
15.174,1.224,433.025
16.749,1.218,575.75
18.026,1.212,669.352
19.085,1.206,705.188
19.907,1.201,677.887
20.348,1.198,591.695
20.38,1.196,454.457
19.551,1.197,280.241
17.386,1.201,95.885
15.217,1.205,0.978
14.649,1.211,0
14.027,1.216,0
13.418,1.221,0
12.923,1.225,0
12.389,1.228,0
11.921,1.231,0
11.33,1.234,0
10.703,1.236,0
10.243,1.238,0
9.9,1.239,0
9.611,1.241,0
9.35,1.242,0.002
9.986,1.243,68.081
11.96,1.239,249.928
14.324,1.23,427.061
16.21,1.222,568.74
17.6,1.215,660.885
18.72,1.209,694.644
19.418,1.204,667.026
19.648,1.201,583.107
19.546,1.199,446.107
18.801,1.2,271.761
17.201,1.204,88.867
15.482,1.21,0.647
14.853,1.214,0
14.575,1.216,0
14.292,1.217,0
13.925,1.217,0
13.627,1.217,0
13.211,1.218,0
12.908,1.218,0
12.745,1.218,0
12.668,1.217,0
12.742,1.216,0
12.875,1.216,0
12.837,1.215,0
13.406,1.215,55.5
14.954,1.214,199.366
16.461,1.209,389.879
17.512,1.205,541.631
17.895,1.204,607.085
17.959,1.204,659.696
17.729,1.204,658.08
17.325,1.205,573.63
16.866,1.206,436.286
16.221,1.207,262.226
15.14,1.21,82.239
13.886,1.214,0.414
13.328,1.217,0
12.914,1.219,0
12.498,1.222,0
11.99,1.224,0
11.409,1.227,0
11.005,1.228,0
10.713,1.229,0
10.316,1.23,0
9.978,1.23,0
9.762,1.229,0
9.64,1.229,0
9.517,1.229,0
10.234,1.229,55.141
12.216,1.226,227.537
14.206,1.219,397.387
15.332,1.215,511.771
15.936,1.212,570.838
16.395,1.21,624.228
16.63,1.209,627.315
16.603,1.208,555.727
16.3,1.208,404.438
15.763,1.209,255.796
14.661,1.212,80.66
13.058,1.216,0.277
12.5,1.219,0
12.026,1.222,0
11.544,1.224,0
10.962,1.225,0
10.426,1.227,0
10.17,1.228,0
10.006,1.23,0
9.682,1.231,0
9.367,1.232,0
9.131,1.232,0
8.908,1.233,0
8.802,1.233,0
9.533,1.234,51.344
11.791,1.231,225.159
14.051,1.223,401.676
15.523,1.217,543.873
16.43,1.213,639.462
17.059,1.209,674.221
17.41,1.206,648.304
17.473,1.205,563.86
17.21,1.204,427.05
16.556,1.205,255.184
15.085,1.209,77.346
13.411,1.214,0.157
12.728,1.218,0
11.843,1.22,0
11.236,1.221,0
10.845,1.222,0
10.548,1.223,0
10.501,1.226,0
10.194,1.229,0
9.902,1.231,0
9.692,1.233,0
9.22,1.235,0
8.968,1.237,0
8.715,1.238,0
8.923,1.24,50.879
10.4,1.236,208.588
12.925,1.226,369.443
15.378,1.215,520.173
16.707,1.209,626.182
17.37,1.206,659.567
17.529,1.204,607.637
17.143,1.205,481.343
16.567,1.206,385.441
15.795,1.208,250.999
14.143,1.211,74.065
12.414,1.214,0.079
12.325,1.216,0
12.336,1.217,0
12.521,1.218,0
12.199,1.218,0
11.559,1.219,0
10.972,1.219,0
10.808,1.22,0
10.954,1.22,0
11.032,1.22,0
11.284,1.221,0
11.393,1.221,0
11.267,1.222,0
11.491,1.223,21.795
12.345,1.222,105.238
13.639,1.217,191.08
15.071,1.212,294.626
16.078,1.207,356.8
16.974,1.203,440.03
17.725,1.199,457.735
18.001,1.197,411.644
17.766,1.197,308.014
17.162,1.198,171.68
15.816,1.201,51.829
14.231,1.204,0.02
14.03,1.206,0
13.508,1.208,0
13.077,1.209,0
12.969,1.209,0
12.852,1.21,0
13.027,1.21,0
13.034,1.21,0
13.019,1.209,0
13.075,1.209,0
13.416,1.209,0
13.658,1.21,0
13.549,1.211,0
13.723,1.212,36.299
14.98,1.211,198.135
16.82,1.204,358.827
18.568,1.196,457.728
19.912,1.191,530.27
20.731,1.187,482.8
21.141,1.184,439.329
21.677,1.182,464.882
21.652,1.18,366.072
21.101,1.18,198.436
19.779,1.182,39.147
18.803,1.184,0.006
17.171,1.186,0
15.507,1.187,0
15.57,1.189,0
15.841,1.194,0
15.447,1.198,0
15.124,1.201,0
14.907,1.203,0
14.792,1.203,0
14.727,1.202,0
14.647,1.201,0
14.565,1.201,0
14.593,1.201,0
14.8,1.201,22.024
15.452,1.198,88.582
16.226,1.194,136.769
16.747,1.191,134.218
16.931,1.189,112.956
17.192,1.186,118.389
17.697,1.183,151.15
17.908,1.18,104.994
17.769,1.18,65.075
17.476,1.181,33.499
17.139,1.183,13.861
16.757,1.184,0.001
16.488,1.186,0
16.326,1.186,0
16.141,1.187,0
16.077,1.187,0
15.922,1.188,0
15.687,1.189,0
15.443,1.19,0
15.234,1.19,0
15.018,1.191,0
14.771,1.191,0
14.652,1.191,0
14.748,1.191,0
14.766,1.191,7.701
15.044,1.191,37.387
15.369,1.189,79.056
15.548,1.188,130.941
15.729,1.187,218.077
15.929,1.186,228.378
15.945,1.184,165.223
15.816,1.183,129.464
15.351,1.183,84.116
14.784,1.184,41.897
14.276,1.185,11.828
13.847,1.186,0
13.585,1.186,0
13.524,1.187,0
13.985,1.188,0
14.424,1.187,0
14.745,1.186,0
14.616,1.186,0
14.392,1.188,0
14.275,1.189,0
14.259,1.19,0
14.204,1.19,0
14.063,1.192,0
13.704,1.193,0
13.567,1.194,29.124
14.521,1.195,175.579
15.314,1.194,302.851
16.037,1.192,344.614
16.447,1.191,342.412
16.359,1.191,284.378
16.049,1.192,206.048
15.805,1.192,173.667
15.671,1.193,154.752
15.498,1.193,120.095
14.975,1.194,34.798
14.144,1.196,0
13.867,1.198,0
13.541,1.199,0
13.429,1.2,0
13.535,1.201,0
13.465,1.202,0
13.335,1.203,0
13.128,1.204,0
12.896,1.205,0
12.684,1.206,0
12.503,1.207,0
12.378,1.208,0
12.282,1.209,0
12.349,1.21,27.982
13.055,1.209,161.13
14.156,1.206,305.286
15.578,1.201,428.867
16.619,1.197,499.749
16.988,1.195,507.032
16.988,1.195,450.767
16.751,1.195,360.892
16.394,1.196,266.967
15.823,1.198,143.907
14.655,1.201,30.138
13.72,1.203,0
13.53,1.205,0
13.365,1.207,0
13.271,1.208,0
13.211,1.209,0
13.169,1.21,0
13.097,1.212,0
12.993,1.213,0
12.906,1.213,0
12.84,1.214,0
12.782,1.215,0
12.665,1.217,0
12.549,1.218,0
12.632,1.219,20.796
13.903,1.22,134.937
15.146,1.219,253.792
15.565,1.217,400.021
16.21,1.215,512.033
16.61,1.214,584.097
16.684,1.213,562.655
16.611,1.213,489.642
16.359,1.213,361.673
15.838,1.214,199.232
14.519,1.215,45.669
13.662,1.217,0
13.318,1.217,0
12.939,1.218,0
12.704,1.219,0
12.775,1.22,0
12.899,1.221,0
13.011,1.222,0
13.291,1.223,0
13.295,1.223,0
13.324,1.223,0
13.184,1.223,0
13.012,1.224,0
12.857,1.224,0
13.045,1.224,23.725
13.773,1.222,133.059
14.775,1.218,212.341
15.477,1.215,237.819
15.982,1.212,269.589
16.63,1.209,379.071
17.121,1.205,395.041
17.003,1.205,287.543
16.855,1.204,260.106
16.442,1.205,125.464
15.913,1.206,25.334
15.593,1.207,0
15.511,1.207,0
15.538,1.206,0
15.625,1.205,0
15.715,1.204,0
15.794,1.203,0
15.854,1.202,0
15.922,1.2,0
15.962,1.199,0
15.966,1.198,0
15.898,1.198,0
15.739,1.198,0
15.44,1.2,0
15.055,1.203,9.24
15.005,1.204,97.886
15.434,1.204,250.208
16.01,1.203,352.29
16.145,1.202,319.765
15.825,1.203,246.265
15.437,1.205,228.382
14.75,1.207,89.864
14.403,1.208,95.766
14.263,1.209,108.795
13.558,1.211,29.867
12.768,1.214,0
12.396,1.216,0
12.275,1.216,0
12.34,1.216,0
12.565,1.216,0
12.626,1.216,0
12.576,1.217,0
12.463,1.218,0
12.144,1.22,0
11.716,1.222,0
10.999,1.223,0
10.609,1.224,0
10.698,1.224,0
11.199,1.224,21.582
12.625,1.224,146.802
13.879,1.222,289.008
14.573,1.22,365.011
15.047,1.218,380.245
15.273,1.217,420.326
15.582,1.216,498.103
15.464,1.215,421.191
15.114,1.216,309.639
14.565,1.217,170.395
13.246,1.218,33.196
12.493,1.218,0
12.329,1.218,0
12.085,1.218,0
11.927,1.217,0
12.245,1.217,0
12.543,1.217,0
12.778,1.218,0
12.999,1.218,0
13.077,1.219,0
13.064,1.219,0
12.999,1.219,0
13.081,1.218,0
13.143,1.218,0
13.302,1.218,12.011
13.711,1.217,70.761
14.131,1.216,118.193
14.568,1.214,147.208
15.092,1.212,205.694
15.272,1.21,149.701
15.308,1.209,131.878
15.326,1.208,105.574
15.274,1.207,68.874
15.177,1.207,29.931
15.111,1.207,5.19
15.141,1.207,0
15.234,1.206,0
15.279,1.206,0
15.292,1.206,0
15.305,1.206,0
15.206,1.206,0
14.998,1.208,0
14.693,1.21,0
14.305,1.212,0
13.967,1.212,0
13.882,1.213,0
13.961,1.213,0
14.087,1.213,0
14.222,1.214,7.635
14.768,1.214,111.507
16.567,1.213,309.391
16.876,1.21,445.344
17.402,1.209,537.402
17.527,1.209,545.04
17.44,1.209,532.04
17.165,1.21,445.076
16.771,1.21,325.339
16.078,1.212,172.909
14.498,1.214,33.144
13.985,1.216,0
14.085,1.218,0
13.864,1.219,0
13.464,1.221,0
13.133,1.223,0
12.708,1.225,0
12.056,1.226,0
11.246,1.228,0
10.409,1.229,0
9.953,1.23,0
9.722,1.23,0
9.574,1.232,0
9.458,1.233,0
9.642,1.233,21.011
11.815,1.233,165.388
13.598,1.23,334.527
15.774,1.221,472.428
16.665,1.218,563.101
17.13,1.216,597.081
17.361,1.213,571.814
17.361,1.212,489.448
17.068,1.211,356.749
16.307,1.212,190.798
14.538,1.215,34.346
13.797,1.219,0
13.724,1.221,0
13.415,1.223,0
12.802,1.223,0
12.2,1.223,0
11.741,1.223,0
11.44,1.223,0
11.224,1.223,0
11.046,1.223,0
10.899,1.223,0
10.815,1.223,0
10.983,1.224,0
11.038,1.225,0
11.643,1.226,18.047
13.216,1.226,148.053
14.548,1.223,304.138
16.749,1.213,436.787
18.384,1.206,529.465
19.127,1.202,563.176
19.459,1.2,540.576
19.457,1.198,460.523
19.139,1.198,336.409
18.415,1.2,180.927
16.823,1.202,31.706
16.154,1.205,0
15.632,1.207,0
14.88,1.208,0
14.21,1.209,0
13.861,1.21,0
13.663,1.211,0
13.566,1.212,0
13.483,1.214,0
13.396,1.215,0
13.327,1.216,0
13.39,1.217,0
13.673,1.218,0
13.689,1.22,0
13.29,1.222,12.64
14.563,1.221,127.653
15.75,1.218,249.116
17.256,1.21,356.284
18.011,1.206,345.325
18.313,1.204,378.423
18.5,1.203,394.46
18.39,1.202,318.601
18.041,1.202,204.54
17.585,1.204,126.645
16.603,1.206,20.592
15.845,1.208,0
15.763,1.208,0
15.778,1.209,0
15.934,1.209,0
15.926,1.21,0
15.888,1.21,0
15.916,1.21,0
15.96,1.21,0
15.974,1.209,0
15.919,1.209,0
15.87,1.209,0
15.778,1.209,0
15.756,1.209,0
15.876,1.209,8.003
16.263,1.209,78.522
16.816,1.208,165.613
17.528,1.205,206.132
17.967,1.202,214.378
18.288,1.201,254.506
18.555,1.199,277.773
18.62,1.198,276.778
18.514,1.198,225.498
18.072,1.199,120.376
17.149,1.201,19.856
16.521,1.202,0
16.51,1.203,0
16.561,1.204,0
16.52,1.204,0
16.477,1.204,0
16.408,1.204,0
16.367,1.204,0
16.318,1.204,0
16.265,1.204,0
16.229,1.204,0
16.199,1.204,0
16.201,1.204,0
16.221,1.204,0
16.296,1.204,6.818
16.691,1.204,66.9
17.239,1.203,147.692
17.834,1.201,211.902
18.285,1.2,261.317
18.241,1.201,258.204
17.579,1.205,237.853
16.752,1.21,212.245
15.964,1.214,150.726
15.255,1.217,71.43
14.662,1.219,9.308
14.301,1.221,0
13.98,1.223,0
13.58,1.226,0
13.128,1.229,0
12.628,1.231,0
12.136,1.234,0
11.677,1.237,0
11.261,1.239,0
10.861,1.241,0
10.521,1.242,0
10.267,1.244,0
10.078,1.244,0
9.951,1.245,0
9.968,1.246,12.931
10.714,1.245,136.874
11.979,1.241,310.484
13.557,1.236,452.015
14.678,1.231,544.917
15.518,1.226,580.316
16.098,1.222,555.367
16.277,1.22,472.583
15.978,1.22,339.488
15.095,1.222,174.028
13.471,1.228,25.109
12.184,1.234,0
11.366,1.238,0
10.784,1.242,0
10.37,1.244,0
10.053,1.245,0
9.734,1.247,0
9.678,1.247,0
9.47,1.247,0
9.155,1.247,0
8.864,1.248,0
8.569,1.249,0
8.564,1.249,0
8.51,1.249,0
8.483,1.248,6.688
9.031,1.247,113.587
10.493,1.241,300.814
12.05,1.234,430.888
13.19,1.228,513.711
13.826,1.224,524.583
14.007,1.22,424.516
13.98,1.218,314.872
13.821,1.216,203.757
13.256,1.216,96.593
12.194,1.22,11.834
11.144,1.226,0
10.631,1.228,0
10.946,1.226,0
11.454,1.224,0
11.236,1.225,0
11.198,1.224,0
11.079,1.225,0
10.903,1.225,0
10.9,1.226,0
10.825,1.226,0
10.623,1.227,0
10.637,1.226,0
10.764,1.225,0
10.921,1.224,2.97
11.271,1.223,34.062
11.815,1.221,77.127
12.92,1.216,209.29
14.377,1.209,384.396
15.293,1.202,249.254
15.76,1.197,171.829
15.95,1.194,133.892
15.773,1.195,80.237
15.366,1.197,35.056
14.857,1.2,4.741
14.559,1.202,0
14.304,1.203,0
14.039,1.205,0
13.796,1.206,0
13.644,1.207,0
13.596,1.206,0
14.173,1.202,0
14.597,1.2,0
14.579,1.2,0
14.513,1.2,0
14.357,1.2,0
14.236,1.2,0
14.249,1.201,0
14.241,1.201,3.947
14.484,1.2,72.675
14.963,1.2,147.84
15.265,1.198,150.403
15.577,1.196,179.171
15.851,1.193,185.992
16.013,1.191,156.932
16.04,1.189,121.134
15.876,1.189,78.01
15.477,1.19,33.357
15.061,1.192,3.509
14.823,1.195,0
14.646,1.197,0
14.503,1.198,0
14.406,1.199,0
14.259,1.2,0
14.032,1.201,0
13.704,1.202,0
13.481,1.203,0
13.343,1.204,0
13.08,1.205,0
12.835,1.207,0
12.583,1.209,0
12.392,1.211,0
12.417,1.213,6.553
13.073,1.212,86.538
13.96,1.21,214.687
15.068,1.206,340.334
16.142,1.202,422.631
16.757,1.199,445.277
16.868,1.198,374.706
16.819,1.197,326.115
16.616,1.198,219.474
16.205,1.199,102.014
15.708,1.201,10.962
15.458,1.203,0
15.357,1.204,0
15.213,1.205,0
15.104,1.206,0
15.006,1.206,0
14.919,1.207,0
14.884,1.207,0
14.895,1.206,0
14.914,1.206,0
14.92,1.206,0
14.896,1.205,0
14.906,1.205,0
14.982,1.204,0
15.122,1.204,3.015
15.405,1.203,50.774
15.8,1.202,105.129
16.174,1.201,159.332
16.613,1.199,282.173
17.089,1.197,356.06
17.176,1.196,335.972
17.05,1.197,340.505
16.635,1.199,253.053
16.02,1.201,134.409
15.157,1.204,14.651
14.66,1.207,0
14.471,1.208,0
14.336,1.209,0
14.219,1.21,0
14.218,1.211,0
14.232,1.211,0
14.185,1.211,0
14.11,1.212,0
14.082,1.212,0
13.936,1.212,0
13.682,1.213,0
13.317,1.213,0
13.138,1.213,0
13.083,1.214,5.677
14.141,1.215,99.833
14.941,1.214,231.653
15.599,1.212,347.897
16.18,1.211,409.702
16.559,1.21,429.071
16.556,1.21,394.244
16.31,1.211,317.182
15.947,1.212,222.012
15.435,1.214,106.202
14.223,1.216,12.484
13.709,1.217,0
13.561,1.219,0
13.381,1.22,0
13.094,1.222,0
12.733,1.223,0
12.377,1.225,0
12.022,1.226,0
11.666,1.227,0
11.244,1.229,0
